style;size;path;array
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_23.jpg;1000100101111001101111010101110110000010110011110011001101010111101100110111011011001000001011001010100010101100011100111110100001010000001010111111101111101010101111111110101010010101010100111011101100010101101010110101001011100101001010100101101011010010100101001010010100101000010110101011010101101011110101010110101110110101010101010010101010111011111110111111111110010001010101010110101101010111001110110000000010100110110111101100000000100010001100011100101011100000000010000111011010000001011101011111100
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_37.jpg;1000110111110001010101001000000111000000001101011111110111010101111111111110111010011011011010000010110001101111000100101010100101010101111010111111111110101011111010101011110110100001010100001110111000010100001010100101000011100100011010100101001010010011100101001010010000101010010100111011110100011011101100010101000110101110100100000101000010000000010101010000000101000100101111111001000101101111010101111101011111010010010010000001001100111011000010110111111110011001111110110011000110010111101000000011110
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_402.jpg;0011101111110000000000001010001011110000000000011111010111010111011100110111011101001001001101001001010011100000001011010101001110101110101000000100000101010001010101011111101111111011010000000101101010110100000011101101000011101111110101001110001000001011010110100101001111110101001010110101001010100000000010101010000101010000011110111111101110101111101011111111111110111110101000010101001110110101001010000010110000101101100000100110110111011101111001111000011011000111110101000101100010100100001000000000100
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_199.jpg;1111100011100000101000000100100010000100101000011111101001100010010100010001001000101100010010010010100100101101011010111100000101111111101011111010110000000000000100000000111010101000010000010110101101111101111010110001010111011001011010110101001010010001101101011110010101101011010100111001010100101010010101010010101010000101010100001110111010101010111110111010111110101011010101010101101110100001001010100100100001001001001001111101100110001001100001000001110100111111011110011110011001101111110100110111100
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_166.jpg;1101011111110000000000100111000110111101110111110111111111110011101010111011111101111000011010001010100011111001010010111100010100011010101000101111101001011100101000101100010000000000011010101111100000010110101110010101001111000001001010010100011101110011100010100110100101101100110101101001010101101001010100011111111110110101010000010111111111111011111110111011101011100101010101001110101111010001111110101001010110010111110110110010011011111110011000101000110001100000101000000010011000001010111000000000000
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_172.jpg;1011111010100111111110000000001000001000110000000010011000101100110101011101110110100000000110000010110001101000111010101101010001000000101110101010101011101010101111111011101101010101010110111010110000010111101011010101001011110101001011010100101001010010110101101011010010101101011010100101010110101000000100101110101000000101000010111111101110101011101011101010101010101010100101010000101011000101001010010110100100101101101000110110110111001101010100010011011100000010000111011101011101001011110101011111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_238.jpg;0000000011100110101101011101111000111100000000101000100000101100000000010100001011110110000000001001011111010111111110000001000011010110101011011011111110101010101011111110110101010001010001111010100011000001101011110001011110110101111011110001101011010110110101101011000110101101010010101101000110101001010101101010101101010101000010111111101011111011111111101010101111111111111111010000000010001110000110101101101011001010011011001000101010001011100011001111100111111101111111110111110111000000010000000111100
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_210.jpg;0111110111110001101101011100010101111100001000000001101100110111010101010111011111011011011011010010110001101011010110101011010100010010101110101011101010101011111010111111110000000001011110111011010100011011101101010101011110100000001010000100101001010011100100101101010010100101001010110101011010110101010110101110100101010101111010111110101010010101010000000001010111111111100001000110101010000110101100001011000010010110110010001010001000100010100100001110000011010000001111011001000101111111111101111100001
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_204.jpg;1111000100111111111010011000000111111101110010001110100001101001001010110001001111110101100100111001001110010010101000010110111110101000010001000101000001000000000000010101000101111110111010110101010100101110110101011010100001001010100101101110000001101101010010110101101101010010110101011010100101010110111011010001001010101010110101010001000101010001011010000000000000001101010111011101010101011011010101111000110111011000011011010010101011111110011000001000010000100010001000000100001101111011111100001000111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_205.jpg;1100000011010000101001011111110111111101000111111101000111010111011111111111110110011010011010000110110001010111111100010110101011010000000000001010101010101010111010101010110000000101010110101010110100010110101011010001001011110001001011000100101100010010100101001010000100101001010110111101010100101011000101011010111111000001010000111110101010111011101111111110101111111111100101011001101110110101001010000100101001100100100100100110011111011111111100011000100111100001111111010100111010011010101000001010000
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_239.jpg;0011001000011101010110000000000101100100010101110110100001000100011101110011010111011011011011010010100101101010010110101010110101000001111111111011000101010001000010111111111111101001010100111110111110010101101010110101011110100101001010010100101001010011100100101011010010101101010010100001010010101100010100001010111100010101011010111111101111010001000000000000000001101000010001010010011101011111111100011010100100110101100100100100010011000000000010100111101101111101110111001011110010000000001000000111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_173.jpg;1100100000000111111010010001011100000100100010100010100001101001000100011000001100110110110100101001101010010111111100010100111111000000000101000000100010010100000100011000010010101010110001010101111010111001010101101111010101101111010110101101010010100101001010010000111001010010100101010010111101010010101010000101000011101110101000010101000100000000000000000100000000000100000001001010101000010101101101011010110110110100100100100110010011001100111000110001111100101111111101110100001001100001101111011110001
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_167.jpg;1000111010111110011000001101100011111000111000101000010111100010001000000010011111011101111000011110010001101101110111011101000001010100001011010000000101001000001010101000000000111110000110011110101011010111001111111101110101101011010001101010001101001001011010000010101000001010100101001010100101011011111101010101001111111001101001010010101010101010111010101010101010101010000101010100101010010101101010010010100100100101100101110111110111001101110001000001101111101001111111111101001101111111110111010111110
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_198.jpg;1111111000001000000000100011000011001101001011001001110101101001000100010001101110110101100110110001001110010011110000001010101100000000000010111111101111010101000000101010110101111010100000000100101010100100010011101001010010101001010010100101001010010100101001011010100101101111010100111101010110101101000101101110110000010101101010101010111010000000000010101010101010100101010001001010101101010111101101011111010111110100000010010111011111110110001100001110001010000000000010001100011001001011110110000000000
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_365.jpg;0011101111000000111101001000110001111101100110000010001010001100010001100110110111010011011010000100100101001010010101101010100101010001011010111011111111111011101010101010100010100000010011011010110110000011111011010100011110010100111010010100101101010111110100111011010111101001000010111001000100101010010100010010111110010101010101011010101010101011111010111111111111111011100101001000110000001010010010101001001010010010010010011011001100111010000100001111000010111000000111100110111010001010100111101000000
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_403.jpg;0110001000000100000000111010100011110001011111011100000011011001000000110011011111011101011011010010110100101101001010111101000101000111101110111011111111111111111010101110101011110001010101001010101010010101001010100101010010101101011010110101101011010110110100101011010010101101000110111101000110101011000001010010101011010000000100001010101010101010111010101100101010001010111001010101011010110001011010110101101101001001001001111101110110011001110011000001011101111111111111111111111101111011110110011111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_36.jpg;1101110110000000000101000000111100101101001111110001110111101000000001010111101000100100100100101001001110010001111010010100001010111010000101010000010101000000000000000001000001001010101011100001010100101010010101001010110001011010110101011011010100101100011010100101101111010110101001010110101001010101101010110101010100101010111110010101010000000000000000000001010101000010101110101101000011100000001010000100100001101001001101100101110011001100010000000111101000101001111000010111100110111001110110011111110
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_359.jpg;1100111101111100000000000011001000100000000110000000110001101000000010011011001101101101101001011011011110110101101010100001010011101011010101111111101111111111101010010101000001000000010100000111101110110101001010101101000110101101000010110101001111010110100101001010010100101001010110101000000000101110010101001010111010010101010000101010101011111011111110101010111110101111010101000010101011010100101000000010100000100100100100100110010001100110011100001000011111110101100111010000111001100101111111111111110
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_22.jpg;0110010000100010101111001101010011011101111100000010110011100000100010001000101001100100100101101001001110010101101111010000111011101000010100010001010101111110101000000000010000000000101010101001010101101010010000001010000000001011110101101011010010100100001010010100101000010010101100010111111010010100101010100001010110101010101010010001000101010001000000010100000101010101111010101001001011110001111011010110111101101001001001010110111111011110110101111101110111011111001000000000001000000010000010010101111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_398.jpg;1100000000001100000100100110100011000000011100100001110111110000000010000001011000100101111101111001001010110100001010110101001011111010000100010101010000010000000000000000000011101010101000000100001010101100010000101010010000101000010010101001000010100100111001010010100001011010100101001110100101010010101011010101011011101010110100010101010100000001100000000001000100010001011010111010000101101011000100111001001110010011010011001000001000100001000111000111000111111101011110011111010110110111000011110111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_34.jpg;1100101010011111000010000101000110011111010011100000000000100111011000000000001000010011010110110101110101111011000100101110111110000001111101000000001010101100000101010000000000111010111011100000000110101110010110001010101010010100111000010110111001011010000100111001010111101101010011111101010000011010101110001001000001101010111010100101010000000000000000010101010101111010111010000101011010011101111011100000010110000111100101110011110111011110001000111100100010111111000000101000001000111000111100010111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_20.jpg;1000111111111101000010010101100010001000101000100011111000001000110110011001101000100101100100101101011011010010101001010000111010100000010000000000010001000000010100000001010001000010101011100001010011101010000101001010110001011010110101101010000100101000011011010101101010010110101001010110111010010100101010101001010001101010111011100101000101010100000000010100010000000000101011000101101011100001001010010110100100101100101100100100110011001100010010100000100000000000000000001100000101001001110010010111100
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_373.jpg;1000111111111111111011000000111100100000001110010000101010111001000100010001001100110110110100101001001010010110111000010010101111010101000101011011101011101010101010000100000000010000101010101010000101001011110000000010110000011010110101101011010010101100011010110101101011010100101001000110101001010100111011000101000011101010111110000101000000000000010100000000000001101010101110101001010000101100000000001000001010110010010010001010001000110010001110001100000011100000000000001000011001011010110011010111111
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_415.jpg;1111000011110100101001011101010111000000000111011111110111110000001110100010001001101100101101101001011110110101101010010101011110101010000101010101010101010001000101010101000000101010101010010101010111101010010101001010100101001111010101111011010110100101001010010100101001010010111100010010111101010111101010010101010111101011100101101100000001010010101010101010101011101010101101000100001010110100001010000110100000101100100000100110111011101100011100111100011001000000110010001110011101101010100011100110000
Russian Revival;314;/data/data_final_100_learn/Russian Revival/Russian_Revival_367.jpg;0010000010101000111010101110101011001011001111111101010110010100011100100110110010010010001001101110110111111111101101010011101000000001010001001010101010101110101010100001010010000000011011101000010100101010100101010010100001010010100101001110100100101000010010100101001010010100111010000100101010010100001010101001010000001010111010101101000101010000000000000100010000101010101010101010000001001010000000001101000011000000010010011010100000100000100010011110100011000001000010000000100010000000000000011110000
